name	level	cui
butylscopolamine bromide	5.0	C0006519
tetanus immune globulin, human	5.0	C0305058
proline	5.0	C0033382
botulinum toxin type A	5.0	C0006050
damoctocog alfa pegol	5.0	C4723219
xylometazoline hydrochloride	5.0	C0134258
radium chloride Ra-223	5.0	C3541342
gambir leaf extract	5.0	C4018614
naloxone hydrochloride dihydrate	5.0	C1653590
ivabradine hydrochloride	5.0	C1685365
bazedoxifene acetate	5.0	C1571574
medium chain triglycerides	5.0	C0724624
L-lysine-L-glutamate	5.0	C2242091
ulipristal acetate	5.0	C2723461
naltrexone hydrochloride	5.0	C0355800
L1 protein, Human papillomavirus type 11	5.0	C0300073
antihemophilic factor, human recombinant	5.0	C2732002
teferrol	5.0	C0076040
articaine hydrochloride	5.0	C0007300
dexmedetomidine hydrochloride	5.0	C0752310
dorzolamide hydrochloride	5.0	C0771293
Cyred EQ	5.0	C4741394
metformin hydrochloride	5.0	C0770893
Merieux inactivated polio	5.0	C0731203
Azilsartan medoxomil potassium	5.0	C5438075
beclomethasone dipropionate	5.0	C0004906
OMPA outer membrane proteins	5.0	C1437492
isavuconazonium sulfate	5.0	C4018470
sodium hyaluronate	5.0	C0087000
antihemophilic factor, human recombinant residues 743-1636 deleted	5.0	C0966500
Plectranthus Amboinicus Hydrophobic Extract	5.0	C5670514
Mirogabalin Besylate	5.0	C5421179
folic acid / iron polysaccharide / vitamin B12	5.0	C2928901
tepotinib hydrochloride	5.0	C5419289
dalteparin sodium	5.0	C0282471
influenza A virus A/Guangdong-Maonan/SWL1536/2019 (H1N1) antigen / influenza A virus A/Hong Kong/2671/2019 (H3N2) antigen / influenza B virus B/Phuket/3073/2013 antigen / influenza B virus B/Washington/02/2019 antigen	5.0	C5390932
asciminib hydrochloride	5.0	C5227756
migalastat hydrochloride	5.0	C2698221
factor VIII, human	5.0	C1307126
Cytomegalovirus IgG Antibody	5.0	C0369080
paroxetine hydrochloride, hemihydrate	5.0	C0886642
Capozide 25/25	5.0	C0719138
L1 protein, human papillomavirus type 33 vaccine	5.0	C3864831
nirmatrelvir	5.0	C5545149
Sodium selenite anhydrous	5.0	C5789026
magnesium chloride hexahydrate	5.0	C0724622
Indacaterol acetate	5.0	C5433054
Human Immunoglobulin [EPC]	5.0	C3537193
idarubicin hydrochloride	5.0	C0282388
hydroxychloroquine sulfate	5.0	C0596007
morphine sulfate	5.0	C0066814
camphor	5.0	C0006809
netupitant	5.0	C1700730
betamethasone sodium phosphate	5.0	C0700603
epoetin alfa	5.0	C0357126
Luteinising hormone (human)	5.0	C1321947
terpin hydrate	5.0	C0301554
velpatasvir	5.0	C4079582
Olive oil refined	5.0	C4076239
immunoglobulin G, human	5.0	C2702333
Ftorafur	5.0	C0919257
arginine	5.0	C0003765
rilpivirine hydrochloride	5.0	C3154850
dextromethorphan hydrobromide	5.0	C0350422
Dapoxetine hydrochloride	5.0	C0970823
fluvastatin sodium	5.0	C0246203
somatostatin acetate	5.0	C0771322
epinephrine bitartrate	5.0	C0700536
Isopropyl methylphenol	5.0	C4076214
phenylephrine hydrochloride	5.0	C0031470
varicella zoster virus glycoprotein E	5.0	C0061673
Colistin A Sodium Methanesulfonate	5.0	C2699398
magnesium stearate	5.0	C0126791
duloxetine hydrochloride	5.0	C1505020
testosterone 17-phenylpropionate	5.0	C0076184
lysine hydrochloride	5.0	C0024340
candesartan cilexetil	5.0	C0527379
thrombin, human	5.0	C2369149
propylene glycol	5.0	C0072225
estradiol valerate	5.0	C0059623
vilanterol trifenatate	5.0	C3644419
esketamine hydrochloride	5.0	C3818973
lysine monohydrate	5.0	C3495437
tenofovir disoproxil fumarate	5.0	C1099776
atomoxetine hydrochloride	5.0	C1170741
prednisolone acetate	5.0	C0071839
omidenepag isopropyl	5.0	C5139819
d-alpha-tocopheryl acetate	5.0	C2697593
triptorelin pamoate	5.0	C1137102
influenza A virus A/Brisbane/02/2018 (H1N1) antigen / influenza A virus A/Kansas/14/2017 (H3N2) antigen / influenza B virus B/Maryland/15/2016 antigen / influenza B virus B/Phuket/3073/2013 antigen	5.0	C5187837
hydrocortisone sodium succinate	5.0	C0770560
gadopentetate dimeglumine	5.0	C0060934
isoleucine	5.0	C0022192
raltegravir potassium	5.0	C1966407
pantoprazole sodium	5.0	C0795650
influenza B virus B/Victoria/705/2018 antigen	5.0	C5390773
formoterol fumarate dihydrate	5.0	C1579393
methylphenidate hydrochloride	5.0	C0700545
betamethasone dipropionate	5.0	C0053523
Bupivacaine hydrochloride monohydrate	5.0	C1814908
fish oils	5.0	C0016157
L-prolyl-L-prolyl-glycine	5.0	C0623639
mRNA Vaccines	5.0	C5544360
1,2-dipalmitoylphosphatidylcholine	5.0	C0000039
triptorelin acetate	5.0	C0771825
Bordetella pertussis pertactin vaccine, inactivated	5.0	C2725004
alanine	5.0	C0001898
sodium hydroxide	5.0	C0037517
daunorubicin hydrochloride	5.0	C0282123
Dapagliflozin propanediol monohydrate	5.0	C5190808
Copper chloride dihydrate	5.0	C0917989
Upadacitinib hemihydrate	5.0	C5688100
talazoparib tosylate	5.0	C4726799
panthenol	5.0	C1321598
oxycodone hydrochloride	5.0	C0282274
ciprofloxacin lactate	5.0	C0771046
piperacillin sodium	5.0	C0700463
amoxicillin trihydrate	5.0	C0521900
epirubicin hydrochloride	5.0	C0700582
Metformin HCl-Pioglitazone HCl	5.0	C4530770
lysine acetate	5.0	C0024339
sodium acetate trihydrate	5.0	C0772446
dantrolene sodium	5.0	C0010977
Plaque Forming Unit	5.0	C1882406
Phellodendron chinensis bark extract	5.0	C3256252
chondroitin sulfate sodium	5.0	C0086999
5-((2-aminoethyl)amino)naphthalene-1-sulfonic acid	5.0	C0048959
hydromorphone hydrochloride	5.0	C0700533
Wild Type	5.0	C1883559
aspartic acid	5.0	C0004015
bedaquiline fumarate	5.0	C3530515
buprenorphine hydrochloride	5.0	C0701445
dextrose monohydrate	5.0	C0017734
Serum Albumin	5.0	C0036773
sodium molybdate dihydrate	5.0	C1656267
sodium valproate	5.0	C0037567
pancreatin	5.0	C0030304
Bifidobacterium bifidum Oral Powder	5.0	C1615162
neostigmine methylsulfate	5.0	C0027680
vinblastine sulfate	5.0	C0042671
testosterone propionate	5.0	C0039607
polyethylene glycol 400	5.0	C0032478
albutrepenonacog alfa	5.0	C4084478
Fc-Fusion Protein BMS986004	5.0	C3896896
heparin sodium	5.0	C0037513
hydroxypropyl cellulose, unspecified	5.0	C4276010
mometasone furoate	5.0	C0066700
Influenza virus antigen	5.0	C0450099
olive oil	5.0	C0069449
Enterococcus faecalis	5.0	C0038404
anhydrous dextrose	5.0	C1165353
norepinephrine bitartrate	5.0	C0028333
imipramine hydrochloride	5.0	C0589978
cisatracurium besylate	5.0	C0530105
coagulation factor IX, human	5.0	C0724584
ferric carboxymaltose	5.0	C2001867
ruxolitinib phosphate	5.0	C3247907
bupropion hydrochloride	5.0	C0700563
sertraline hydrochloride	5.0	C0600526
atorvastatin calcium	5.0	C0286650
azithromycin dihydrate	5.0	C0795582
methyl salicylate	5.0	C0066282
L1 protein, human papillomavirus type 6 vaccine	5.0	C2344297
tizanidine hydrochloride	5.0	C0771735
medroxyprogesterone acetate	5.0	C0065864
clopidogrel bisulfate	5.0	C0772326
osimertinib mesylate	5.0	C4058810
coagulation factor IX (recombinant), glycopegylated	5.0	C3883805
succinylated gelatin	5.0	C0143961
lanreotide acetate	5.0	C0771414
atorvastatin calcium trihydrate	5.0	C3463896
gemcitabine hydrochloride	5.0	C0771488
malic acid, L-	5.0	C2827428
cobimetinib fumarate	5.0	C4059057
amlodipine besylate	5.0	C0354468
nicardipine hydrochloride	5.0	C0770150
alpha-tocopherol succinate	5.0	C0078375
quetiapine fumarate	5.0	C0724680
Carbidopa monohydrate	5.0	C4511365
Caffeine anhydrous	5.0	C1170114
PNEUMOCOCCAL 15-VALENT CONJUGATE	5.0	C5558022
sodium citrate dihydrate	5.0	C0724696
propafenone hydrochloride	5.0	C0700465
levocetirizine dihydrochloride	5.0	C1321643
rasagiline mesylate	5.0	C1615645
hepatitis B surface antigen vaccine	5.0	C0062527
glecaprevir	5.0	C4519536
voxilaprevir	5.0	C4507236
pemetrexed disodium hemipentahydrate	5.0	C4723584
Nicotine resin complex	5.0	C0304407
bictegravir sodium	5.0	C4551052
alfuzosin hydrochloride	5.0	C0102130
lecithins, disaturated	5.0	C0064732
doxylamine succinate	5.0	C0058733
fenoterol hydrobromide	5.0	C0700453
Amoxycillin overdose	5.0	C0573524
galantamine hydrobromide	5.0	C0949312
heparinoids	5.0	C0019142
sacubitril	5.0	C4033447
plasma protein fraction	5.0	C0071214
eltrombopag olamine	5.0	C1880492
Sitagliptin Monophosphate Monohydrate	5.0	C5235129
potassium oxonate	5.0	C0393003
neratinib maleate	5.0	C4519542
losartan potassium	5.0	C0700492
L1 protein, human papillomavirus type 18 vaccine	5.0	C2344295
Atropine sulfate monohydrate	5.0	C2194037
alectinib hydrochloride	5.0	C4059915
clindamycin phosphate	5.0	C0055881
influenza A virus A/Cambodia/e0826360/2020 (H3N2) antigen / influenza A virus A/Victoria/2570/2019 (H1N1) antigen / influenza B virus B/Phuket/3073/2013 antigen / influenza B virus B/Victoria/705/2018 antigen Injectable Suspension	5.0	C5836973
aluminum acetate	5.0	C0051510
influenza B virus B/Phuket/3073/2013 antigen	5.0	C4033441
tenofovir alafenamide fumarate	5.0	C4058841
influenza A virus A/Guangdong-Maonan/SWL1536/2019 (H1N1) antigen	5.0	C5390015
gilteritinib fumarate	5.0	C3896946
ozanimod hydrochloride	5.0	C5238091
ribociclib succinate	5.0	C4318037
sulbactam sodium	5.0	C0282355
Entecavir monohydrate	5.0	C4511449
tipiracil hydrochloride	5.0	C4056442
Carcinoembryonic Antigen	5.0	C0007082
patisiran sodium	5.0	C4719543
Turoctocog alfa pegol	5.0	C4727763
perfluorobutane	5.0	C0665540
meningococcal group B vaccine	5.0	C3859491
measles virus preparation	5.0	C1375516
cetrorelix acetate	5.0	C0872997
nonacog alfa	5.0	C2826076
vitamin D3	5.0	C3265062
threonine	5.0	C0040005
testosterone decanoate	5.0	C0076188
RSVPreF3/AS01E RSV Vaccine	5.0	C5856889
dexchlorpheniramine maleate	5.0	C0137440
bosentan monohydrate	5.0	C1529800
Live Attenuated Varicella Zoster Virus Vaccine	5.0	C3257586
clobetasol propionate	5.0	C0055895
ampicillin sodium	5.0	C0282052
diltiazem hydrochloride	5.0	C0700579
Intravenous immunoglobulin (IVIg)	5.0	C5834387
mycophenolate sodium	5.0	C1337395
perindopril erbumine	5.0	C0244718
fish oil (containing omega-3 acids)	5.0	C4719544
teclistamab	5.0	C5235398
anagrelide hydrochloride	5.0	C0771907
hydralazine hydrochloride	5.0	C0282198
pantoprazole (as pantoprazole sodium sesquihydrate)	5.0	C0771929
carboxymethylcellulose sodium	5.0	C0037487
biperiden hydrochloride	5.0	C0304411
dexamethasone sodium phosphate	5.0	C0113286
tramadol hydrochloride	5.0	C2350089
magnesium sulfate heptahydrate	5.0	C0772046
pravastatin sodium	5.0	C0700474
timolol maleate	5.0	C0087093
diclofenac potassium	5.0	C0282131
ertapenem sodium	5.0	C1170745
carbidopa anhydrous	5.0	C1881339
ciprofloxacin hydrochloride	5.0	C0282104
darunavir ethanolate	5.0	C1725651
soybean oil	5.0	C0037732
polyethylene glycol 4000	5.0	C0032479
valine	5.0	C0042285
chromic chloride hexahydrate	5.0	C4048244
imatinib mesylate	5.0	C0939537
selumetinib sulfate	5.0	C2987007
pitavastatin calcium	5.0	C2720023
quinapril hydrochloride	5.0	C0770920
herpesvirus 3, human	5.0	C0042338
measles, mumps, rubella,and varicella live vaccine	5.0	C3526554
vincristine sulfate	5.0	C0042680
L1 protein, human papillomavirus type 52	5.0	C3501363
minocycline hydrochloride	5.0	C0026186
doxorubicin hydrochloride	5.0	C0546861
Agglutinogen	5.0	C0301851
Pramipexole dihydrochloride monohydrate	5.0	C1579413
pilocarpine hydrochloride	5.0	C0770456
ixazomib citrate	5.0	C2826354
sugammadex sodium	5.0	C2350811
serine	5.0	C0036720
metoprolol tartrate	5.0	C0700548
omega-3 fatty acids	5.0	C0015689
sodium alginate	5.0	C0142791
antihemophilic factor (recombinant) pegylated	5.0	C4083872
ceftazidime pentahydrate	5.0	C0770649
albuterol sulfate	5.0	C0543495
Methylprednisolone Hemisuccinate	5.0	C0025819
melitracen HCl	5.0	C1337330
pazopanib hydrochloride	5.0	C1882305
Filgotinib maleate	5.0	C5419370
albumin human, USP	5.0	C0304925
fluvoxamine maleate	5.0	C0700473
bendamustine hydrochloride	5.0	C0772139
zinc oxide	5.0	C0043491
coagulation factor IX recombinant immunoglobulin G1 fusion protein	5.0	C3818700
cinacalcet hydrochloride	5.0	C1260199
mobocertinib succinate	5.0	C5557360
moxifloxacin hydrochloride	5.0	C0754517
sunitinib malate	5.0	C1700685
Lanthanum carbonate hydrate	5.0	C5688117
ipratropium bromide anhydrous	5.0	C3661518
pibrentasvir	5.0	C4519537
dabrafenib mesylate	5.0	C3644554
venlafaxine hydrochloride	5.0	C0771200
zinc sulfate, heptahydrate	5.0	C0772384
fondaparinux sodium	5.0	C1099664
polymyxin B sulfate	5.0	C0001714
177Lu-octreotate	5.0	C2975721
tamoxifen citrate	5.0	C0079589
lenvatinib mesylate	5.0	C2987642
Irinotecan hydrochloride trihydrate	5.0	C4317168
Enterovirus A71 antigen	5.0	C5880884
Sodium Selenite Pentahydrate	5.0	C0886603
capmatinib hydrochloride	5.0	C4528198
Plectranthus amboinicus whole extract	5.0	C5244543
Filamentous haemagglutinin adsorbed	5.0	C1509509
mycophenolate mofetil	5.0	C0209368
triamcinolone acetonide	5.0	C0040866
tiotropium	5.0	C0213771
alpha-tocopherol calcium succinate, DL-	5.0	C5578549
sodium lactate	5.0	C0142874
Lapatinib ditosylate monohydrate	5.0	C4511566
uracil	5.0	C0041917
tyrosine	5.0	C0041485
pamidronate disodium	5.0	C0356588
eribulin mesylate	5.0	C2608038
Citrus unshiu	5.0	C1018544
tamsulosin hydrochloride	5.0	C0771774
L1 protein, human papillomavirus type 45 vaccine	5.0	C3864830
lurasidone hydrochloride	5.0	C2697950
dronedarone hydrochloride	5.0	C1880412
abacavir sulfate	5.0	C0724515
methyl gluceth-10	5.0	C0982278
rosuvastatin calcium	5.0	C1101751
olopatadine hydrochloride	5.0	C0771892
testosterone isocaproate	5.0	C0253907
suplatast tosilate	5.0	C0527067
afatinib dimaleate	5.0	C3273321
bisbentiamine	5.0	C0618327
JP 992	5.0	C0124332
naldemedine tosylate	5.0	C4325236
diclofenac sodium	5.0	C0700583
Copanlisib dihydrochloride	5.0	C4528197
irinotecan hydrochloride	5.0	C0594375
Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated	5.0	C4033627
remimazolam besylate	5.0	C5390017
pseudoephedrine hydrochloride	5.0	C0304430
lonoctocog alfa	5.0	C4257011
fentanyl citrate	5.0	C0546864
acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated	5.0	C2929830
fingolimod hydrochloride	5.0	C0388087
pertussis toxoid	5.0	C0070476
miconazole nitrate	5.0	C0086620
granisetron hydrochloride	5.0	C0543476
indacaterol maleate	5.0	C2920417
Dacomitinib monohydrate	5.0	C5547721
vonoprazan fumarate	5.0	C4726574
Esomeprazole magnesium trihydrate	5.0	C4511451
fibrinogen	5.0	C0016006
perindopril arginine	5.0	C1725449
edoxaban tosylate	5.0	C3272851
Centella asiatica extract	5.0	C2948088
flupenthixol decanoate	5.0	C0060578
nandrolone decanoate	5.0	C0068395
fludarabine phosphate	5.0	C0060483
flupentixol hydrochloride	5.0	C0770891
fluoxetine hydrochloride	5.0	C0733380
testosterone undecanoate	5.0	C0076195
influenza A virus A/Idaho/07/2018 (H1N1) antigen / influenza A virus A/Indiana/08/2018 (H3N2) antigen / influenza B virus B/Iowa/06/2017 antigen / influenza B virus B/Singapore/INFTT-16-0610/2016 antigen	5.0	C5196216
Terlipressin acetate	5.0	C2702117
Siponimod fumaric acid	5.0	C5136833
chlorpheniramine maleate	5.0	C0546857
paliperidone palmitate	5.0	C2719626
vortioxetine hydrobromide	5.0	C3667607
tazobactam sodium	5.0	C0724700
Ertugliflozin L-pyroglutamic acid	5.0	C4551016
Tirabrutinib Hydrochloride	5.0	C4683808
Nintedanib Ethanesulfonate	5.0	C5421386
ziprasidone hydrochloride, monohydrate	5.0	C0939539
bevacizumab-awwb	5.0	C4529301
rivastigmine tartrate	5.0	C0772415
abiraterone acetate	5.0	C2607886
alendronate sodium	5.0	C0700482
proparacaine hydrochloride	5.0	C0740235
hydrocortisone acetate	5.0	C0063077
verapamil hydrochloride	5.0	C0700468
vinorelbine tartrate	5.0	C0377401
plasminogen	5.0	C0032140
escitalopram oxalate	5.0	C1170746
propranolol hydrochloride	5.0	C0282321
gimeracil	5.0	C0535459
labetalol hydrochloride	5.0	C0699440
TAK-390	5.0	C3661451
phenylalanine	5.0	C0031453
tofacitinib citrate	5.0	C2987431
pemetrexed disodium	5.0	C0936142
dexketoprofen trometamol	5.0	C0765538
estradiol valerate + medroxyprogesterone acetate	5.0	C2194268
eptacog alfa activated	5.0	C0795575
doxazosin mesylate	5.0	C0077770
goserelin acetate	5.0	C0700476
Ondansetron hydrochloride dihydrate	5.0	C5394784
zolpidem tartrate	5.0	C0724725
desmopressin acetate	5.0	C0086135
micafungin sodium	5.0	C1576821
sildenafil citrate	5.0	C0724693
manganese chloride, tetrahydrate	5.0	C0891147
Nilotinib hydrochloride monohydrate	5.0	C1966375
brimonidine tartrate	5.0	C0077768
glutamic acid	5.0	C0061472
nalbuphine hydrochloride	5.0	C0600099
Compound Sodium Lactate Solution	5.0	C3891716
Lidocaine hydrochloride monohydrate	5.0	C5688119
Levofloxacin hemihydrate	5.0	C4511692
Live attenuated human Rotavirus RIX4414 strain antigen	5.0	C5230707
phosphoric acid	5.0	C0031700
cysteine	5.0	C0010654
dipotassium glycyrrhizinate	5.0	C0163042
monobasic potassium phosphate	5.0	C0138038
monobasic	5.0	C1165377
alpha tocopherol	5.0	C0969677
glycol salicylate	5.0	C0061632
nicotinic acid benzyl ester	5.0	C0068724
pasireotide diaspartate	5.0	C3529078
cetylpyridinium chloride	5.0	C0007907
Octocog alfa	5.0	C1691209
risedronate sodium	5.0	C0166025
99 molybdenum	5.0	C0303458
solifenacin succinate	5.0	C1509436
pioglitazone hydrochloride	5.0	C0872972
atropine sulfate	5.0	C0596005
Capsicum extract	5.0	C1095803
tocopherol acetate	5.0	C0078373
thiamine hydrochloride	5.0	C0770309
potassium aspartate	5.0	C0032823
dapagliflozin propanediol	5.0	C3555622
ceftolozane	5.0	C3852726
prasugrel hydrochloride	5.0	C2683417
trientine hydrochloride	5.0	C0770325
bictegravir	5.0	C4507568
riboflavin 5'-phosphate sodium	5.0	C0037548
sodium phosphate	5.0	C0724635
nonivamide	5.0	C0068942
simethicone emulsion	5.0	C0993233
Berinert	5.0	C2723788
potassium sulfate	5.0	C0071780
SARS-COV-2 (COVID-19) vaccine	5.0	C5416833
lefamulin acetate	5.0	C5207169
N-(2-amino-5-fluorobenzyl)-4-(N-(pyridine-3-acrylyl)aminomethyl)benzamide	5.0	C2932486
estetrol monohydrate	5.0	C5418376
protein C	5.0	C1949480
dibasic sodium phosphate heptahydrate	5.0	C0724570
Bifidobacterium bifidum	5.0	C0314974
Lactobacillus acidophilus	5.0	C0022939
casirivimab	5.0	C5422688
imdevimab	5.0	C5422689
mosunetuzumab	5.0	C4763385
germanium chloride	5.0	C3180809
imipenem monohydrate	5.0	C4511278
cilastatin sodium	5.0	C0282395
relebactam monohydrate	5.0	C4726670
leuprolide mesylate	5.0	C5455243
Aminocaproic Acids	5.0	C0002546
glofitamab	5.0	C5418242
evocalcet	5.0	C4519114
mirikizumab	5.0	C5139904
acalabrutinib (as maleate)	5.0	C5420908
ritlecitinib	5.0	C5418278
cefiderocol sulfate tosylate	5.0	C5221242
FLUDEOXYGLUCOSE	5.0	C1572572
Eladocagene exuparvovec	5.0	C5419302
talquetamab	5.0	C5419330
Live attenuated Human alphaherpesvirus 3 Oka strain antigen	5.0	C5230708
sodium fluoride f-18	5.0	C0304965
trientine tetrahydrochloride	5.0	C5207636
lebrikizumab	5.0	C2981360
pirtobrutinib	5.0	C5554559
dotinurad	5.0	C5238059
elranatamab	5.0	C5667166
epcoritamab	5.0	C5418281
cilgavimab	5.0	C5432263
tixagevimab	5.0	C5432264
inclisiran sodium	5.0	C5455443
valoctocogene roxaparvovec	5.0	C4726937
calcium amino acid chelate	5.0	C1576847
vitamin D	5.0	C0042866
hydroxypropylcellulose	5.0	C4281713
apomorphine hydrochloride	5.0	C0237406
terbutaline sulfate	5.0	C0039543
sodium loxoprofen	5.0	C0142879
antihemophilic factor, human	5.0	C0700346
fosaprepitant dimeglumine	5.0	C2315887
formoterol fumarate	5.0	C0771469
Zenhale	5.0	C4046056
vitamin A palmitate	5.0	C0073115
gm/gm creatinine	5.0	C1634526
sevelamer carbonate	5.0	C1721288
alogliptin benzoate	5.0	C2698057
sitagliptin phosphate	5.0	C1667080
indinavir sulfate	5.0	C0700483
D-alanyl carrier protein	5.0	C3546399
DIPHTHERIA TOXOID/TETANUS TOXOID	5.0	C1875034
Diphtheria-Tetanus Toxoids, Pediatric (DT)	5.0	C0719960
Streptococcus pneumoniae type 6a capsular polysaccharide antigen	5.0	C5678624
Streptococcus pneumoniae type 4 capsular polysaccharide antigen	5.0	C2709766
Streptococcus pneumoniae type 6B capsular polysaccharide antigen	5.0	C2709770
Streptococcus pneumoniae type 9V capsular polysaccharide antigen	5.0	C2709778
Streptococcus pneumoniae type 14 capsular polysaccharide antigen	5.0	C2709742
Streptococcus pneumoniae type 18C capsular polysaccharide antigen	5.0	C2709748
Streptococcus pneumoniae type 19F capsular polysaccharide antigen	5.0	C2709752
Streptococcus pneumoniae type 23F capsular polysaccharide antigen	5.0	C2709760
aliskiren hemifumarate	5.0	C1879678
rabeprazole sodium	5.0	C0732569
tinzaparin sodium	5.0	C0354599
pseudoephedrine sulfate	5.0	C0304431
Rhubarb powder	5.0	C1815861
ceftriaxone sodium	5.0	C0700527
caspofungin acetate	5.0	C0935942
dobutamine hydrochloride	5.0	C0700450
erlotinib hydrochloride	5.0	C1533491
L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 6 vaccine	5.0	C2928054
chlorhexidine gluconate	5.0	C0055361
levomenthol	5.0	C0771655
Eucalyptus oil	5.0	C0163069
enoxolone dipotassium	5.0	C4689582
Tween 80	5.0	C0041417
ethambutol hydrochloride	5.0	C0546863
docetaxel anhydrous	5.0	C0771375
calcium	5.0	C0006675
methylephedrine, DL-	5.0	C3274810
nomegestrol acetate	5.0	C0132749
ammonia	5.0	C0002607
riboflavin tetrabutyrate	5.0	C0073226
Sancuso	5.0	C2370075
Nevirapine anhydrous	5.0	C4703837
esomeprazole magnesium	5.0	C0937622
cromolyn sodium	5.0	C0012694
sodium ascorbate	5.0	C0887557
Ginkgo biloba extract	5.0	C0772125
lysozyme hydrochloride	5.0	C3475231
green tea leaf extract	5.0	C0937627
epoetin beta	5.0	C0357131
oseltamivir phosphate	5.0	C0872908
benidipine hydrochloride	5.0	C0088341
cernitin GBX	5.0	C0109095
cernitin T60	5.0	C0109096
pinaverium bromide	5.0	C0137073
Zoledronic acid hydrate	5.0	C1960914
topotecan hydrochloride	5.0	C0886549
atazanavir sulfate	5.0	C1176383
sapropterin dihydrochloride	5.0	C1996349
Blood group antigen A	5.0	C0348042
Haemagglutinin-strain A(H1N1)	5.0	C5210400
Haemagglutinin-strain A(H3N2)	5.0	C5210398
Blood group antigen B	5.0	C0368721
Muscle strain	5.0	C0080194
potassium magnesium aspartate	5.0	C0032835
donepezil hydrochloride	5.0	C0771848
gamma-oryzanol	5.0	C0061081
Fursultiamin Hydrochloride	5.0	C0949308
saxagliptin hydrochloride	5.0	C2719771
trospium chloride	5.0	C0077408
diphenhydramine hydrochloride	5.0	C0004963
norethindrone acetate	5.0	C0068980
lidocaine hydrochloride	5.0	C0546869
esomeprazole sodium	5.0	C1337241
dibucaine hydrochloride	5.0	C0770382
Scopolia carniolica whole extract	5.0	C3860110
glycyrrhizinate	5.0	C3505823
sodium copper chlorophyllin	5.0	C0951590
Methylmethionine Sulfonium Chloride	5.0	C3536906
Ginkgo biloba leaf dry extract	5.0	C4745459
zoledronic acid anhydrous	5.0	C2700334
bromhexine hydrochloride	5.0	C0005647
dihydroergocristine monomesylate	5.0	C0086159
Glycyrrhiza glabra extract	5.0	C2756786
antimony potassium tartrate	5.0	C0003382
paregoric	5.0	C0070108
polysorbate 80	5.0	C0032601
mifamurtide acid	5.0	C4307886
Cytomegalovirus antibody	5.0	C0236511
asenapine maleate	5.0	C2719618
benzydamine hydrochloride	5.0	C0282070
Ginkgo biloba leaf extract	5.0	C0872895
ondansetron hydrochloride	5.0	C0700478
Influenza A virus subtypes H1N1 and H3N2 and Influenza B virus Victoria and Yamagata lineage antigens only vaccine product	5.0	C5396166
prucalopride succinate	5.0	C2756584
BESIFLOXACIN HYDROCHLORIDE	5.0	C2702050
varenicline tartrate	5.0	C1711887
meglumine	5.0	C0025179
Inactivated whole Hepatitis A virus GBM strain antigen only vaccine product	5.0	C5439123
calcium ascorbate	5.0	C0546173
horse chestnut whole extract	5.0	C3887535
megestrol acetate	5.0	C0065879
L-Phenylalanyl-L-isoleucine	5.0	C1569246
L-leucine amide	5.0	C0125037
L-methionine dehydrogenase	5.0	C1100043
L-Threonine 3-dehydrogenase	5.0	C0064555
L-glutamyl-L-tryptophan	5.0	C0915524
methacryloyl-L-valine	5.0	C2606969
L-Arginine powder	5.0	C0780194
phenylsulfonylhydrazido l-histidine	5.0	C2742524
L-pyroglutamyl-L-alanine	5.0	C0064550
L-leucyl-L-proline	5.0	C4067937
L-Serine Dehydratase	5.0	C0036723
L-Tyrosine powder	5.0	C0790921
Vitamin B1, plain	5.0	C3653771
vitamin B6	5.0	C0087162
pantothenic acid	5.0	C0030342
choline bitartrate	5.0	C0008408
D-biotin	5.0	C0982111
Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated	5.0	C3474322
CRM197 (non-toxic variant of diphtheria toxin)	5.0	C0056499
Streptococcus pneumoniae Danish serotype 18C	5.0	C1634519
meclizine hydrochloride	5.0	C0282227
scopolamine hydrobromide	5.0	C0036444
remifentanil hydrochloride	5.0	C0771827
L-menthol Preparation NPO-11	5.0	C3273700
carbidopa	5.0	C0006982
Prednisolone Valerate Acetate	5.0	C1882445
cyproterone acetate	5.0	C0056855
calcium carbonate, precipitated	5.0	C1165560
aluminum aspirin	5.0	C0002370
umeclidinium	5.0	C3661274
pemetrexed disodium heptahydrate	5.0	C4018766
Japanese encephalitis virus	5.0	C0014047
Fucus vesiculosus extract	5.0	C3484464
Rhamnus frangula preparation	5.0	C0939841
Rhamnus purshiana	5.0	C0697206
butyrate	5.0	C0220802
benazepril hydrochloride	5.0	C0770917
rosiglitazone maleate	5.0	C0795660
oxacillin sodium	5.0	C0037536
Arachis oil BP	5.0	C0358137
